product_id,product_name,category,price,stock_level,daily_demand,supplier_lead_time,reorder_point,is_weekend,units_sold,restocked
379,Comb,Tools,4.99,91.0,0.0,2.0,0,1,3,0
380,Conditioner,Hair Care,11.99,214.0,11.0,9.0,99,1,13,0
381,Hair Spray,Styling,10.99,,4.0,2.0,8,1,6,0
382,Conditioner,Hair Care,11.99,87.0,6.0,7.0,42,0,4,0
383,Shampoo,Hair Care,12.99,216.0,3.0,10.0,30,0,3,0
384,Shampoo,Hair Care,12.99,86.0,7.0,4.0,28,1,10,0
385,Conditioner,Hair Care,11.99,181.0,8.0,10.0,80,1,11,0
386,Hair Mousse,Styling,9.99,187.0,4.0,2.0,8,1,7,0
387,Conditioner,Hair Care,11.99,154.0,6.0,7.0,42,0,8,0
388,Hair Mousse,Styling,9.99,190.0,6.0,7.0,42,0,5,0
389,Hair Mousse,Styling,9.99,114.0,5.0,2.0,10,0,5,0
390,Shampoo,Hair Care,12.99,184.0,9.0,8.0,72,1,8,0
391,Shampoo,Hair Care,12.99,212.0,8.0,9.0,72,0,10,0
392,Hair Mousse,Styling,9.99,5.0,2.0,3.0,6,0,2,1
393,Shampoo,Hair Care,12.99,86.0,12.0,9.0,108,0,15,1
394,Hair Gel,Styling,7.99,40.0,7.0,5.0,35,1,8,0
395,Hair Gel,Styling,7.99,146.0,,10.0,60,0,7,0
396,Comb,Tools,4.99,160.0,1.0,2.0,2,0,0,0
397,Shampoo,Hair Care,12.99,78.0,7.0,8.0,56,1,8,0
398,Hair Gel,Styling,7.99,47.0,4.0,4.0,16,0,5,0
399,Hair Mousse,Styling,9.99,144.0,6.0,2.0,12,0,5,0
400,Hair Spray,Styling,10.99,58.0,1.0,10.0,10,1,2,0
401,Hair Gel,Styling,7.99,231.0,4.0,2.0,8,0,6,0
402,Conditioner,Hair Care,11.99,248.0,7.0,2.0,14,0,8,0
403,Comb,Tools,4.99,37.0,4.0,6.0,24,0,4,0
404,Hair Mousse,Styling,9.99,133.0,1.0,10.0,10,0,2,0
405,Shampoo,Hair Care,12.99,236.0,9.0,3.0,27,0,11,0
406,Hair Gel,Styling,7.99,67.0,4.0,9.0,36,0,2,0
407,Comb,Tools,4.99,102.0,4.0,2.0,8,1,5,0
408,Hair Mousse,Styling,9.99,229.0,3.0,6.0,18,1,3,0
409,Conditioner,Hair Care,11.99,34.0,8.0,6.0,48,1,11,1
410,Hair Spray,Styling,10.99,165.0,6.0,8.0,48,1,9,0
411,Hair Spray,Styling,10.99,202.0,6.0,4.0,24,1,4,0
412,Hair Spray,Styling,10.99,,3.0,5.0,15,0,1,0
413,Conditioner,Hair Care,11.99,70.0,6.0,7.0,42,1,7,0
414,Hair Mousse,Styling,9.99,125.0,3.0,9.0,27,1,5,0
415,Comb,Tools,4.99,,2.0,6.0,12,1,0,0
416,Conditioner,Hair Care,11.99,219.0,7.0,5.0,35,1,7,0
417,Comb,Tools,4.99,2.0,,9.0,36,0,2,1
418,Hair Mousse,Styling,9.99,182.0,7.0,8.0,56,1,8,0
419,Hair Spray,Styling,10.99,,4.0,8.0,32,0,6,0
420,Hair Mousse,Styling,9.99,143.0,3.0,6.0,18,0,6,0
421,Hair Mousse,Styling,9.99,220.0,2.0,6.0,12,1,2,0
422,Shampoo,Hair Care,12.99,206.0,10.0,8.0,80,1,13,0
423,Hair Mousse,Styling,9.99,66.0,2.0,8.0,16,1,3,0
424,Conditioner,Hair Care,11.99,87.0,6.0,10.0,60,1,9,0
425,Conditioner,Hair Care,11.99,215.0,5.0,10.0,50,1,4,0
426,Hair Spray,Styling,10.99,195.0,9.0,7.0,63,0,12,0
427,Hair Gel,Styling,7.99,201.0,3.0,7.0,21,1,3,0
428,Shampoo,Hair Care,12.99,221.0,6.0,3.0,18,0,7,0
429,Hair Mousse,Styling,9.99,105.0,3.0,2.0,6,0,2,0
430,Hair Gel,Styling,7.99,36.0,4.0,3.0,12,1,5,0
431,Shampoo,Hair Care,12.99,115.0,10.0,6.0,60,0,9,0
432,Shampoo,Hair Care,12.99,33.0,5.0,8.0,40,1,6,1
433,Hair Mousse,Styling,9.99,,,2.0,6,0,3,0
434,Conditioner,Hair Care,11.99,177.0,8.0,3.0,24,1,9,0
435,Hair Mousse,Styling,9.99,116.0,3.0,10.0,30,1,5,0
436,Hair Gel,Styling,7.99,91.0,6.0,8.0,48,0,4,0
437,Shampoo,Hair Care,12.99,150.0,6.0,10.0,60,0,5,0
438,Comb,Tools,4.99,65.0,,2.0,6,0,6,0
439,Hair Gel,Styling,7.99,113.0,3.0,8.0,24,1,1,0
440,Comb,Tools,4.99,2.0,2.0,10.0,20,0,2,1
441,Hair Spray,Styling,10.99,30.0,7.0,6.0,42,0,5,1
442,Hair Spray,Styling,10.99,249.0,5.0,6.0,30,0,4,0
443,Hair Gel,Styling,7.99,84.0,8.0,5.0,40,0,6,0
444,Comb,Tools,4.99,126.0,3.0,10.0,30,0,1,0
445,Hair Mousse,Styling,9.99,67.0,5.0,9.0,45,0,3,0
446,Hair Mousse,Styling,9.99,,4.0,3.0,12,0,2,0
447,Hair Mousse,Styling,9.99,91.0,3.0,9.0,27,1,5,0
448,Conditioner,Hair Care,11.99,29.0,2.0,6.0,12,1,3,0
449,Shampoo,Hair Care,12.99,33.0,10.0,2.0,20,0,9,0
450,Comb,Tools,4.99,112.0,3.0,7.0,21,0,5,0
451,Conditioner,Hair Care,11.99,123.0,8.0,9.0,72,1,6,0
452,Shampoo,Hair Care,12.99,180.0,9.0,5.0,45,1,12,0
453,Hair Gel,Styling,7.99,169.0,4.0,5.0,20,1,5,0
454,Hair Spray,Styling,10.99,228.0,5.0,4.0,20,1,7,0
455,Hair Gel,Styling,7.99,82.0,5.0,5.0,25,1,5,0
456,Hair Gel,Styling,7.99,209.0,6.0,9.0,54,1,4,0
457,Comb,Tools,4.99,,5.0,3.0,15,1,4,1
458,Hair Spray,Styling,10.99,246.0,3.0,10.0,30,0,5,0
459,Shampoo,Hair Care,12.99,209.0,6.0,5.0,30,1,7,0
460,Comb,Tools,4.99,93.0,2.0,5.0,10,1,0,0
461,Hair Spray,Styling,10.99,,4.0,7.0,28,0,7,0
462,Comb,Tools,4.99,190.0,2.0,5.0,10,0,1,0
463,Conditioner,Hair Care,11.99,,6.0,7.0,42,1,4,0
464,Shampoo,Hair Care,12.99,,9.0,10.0,90,1,8,0
465,Hair Gel,Styling,7.99,214.0,4.0,9.0,36,0,6,0
466,Shampoo,Hair Care,12.99,99.0,6.0,7.0,42,1,8,0
467,Conditioner,Hair Care,11.99,70.0,4.0,8.0,32,1,4,0
468,Comb,Tools,4.99,226.0,2.0,10.0,20,0,2,0
469,Hair Mousse,Styling,9.99,235.0,3.0,4.0,12,0,6,0
470,Shampoo,Hair Care,12.99,194.0,6.0,,48,1,9,0
471,Shampoo,Hair Care,12.99,6.0,9.0,8.0,72,0,6,1
472,Conditioner,Hair Care,11.99,73.0,6.0,2.0,12,1,9,0
473,Hair Gel,Styling,7.99,26.0,4.0,10.0,40,1,3,1
474,Hair Mousse,Styling,9.99,177.0,2.0,8.0,16,1,3,0
475,Conditioner,Hair Care,11.99,158.0,3.0,9.0,27,1,2,0
476,Comb,Tools,4.99,246.0,3.0,3.0,9,0,2,0
477,Hair Mousse,Styling,9.99,142.0,7.0,6.0,42,0,6,0
478,Comb,Tools,4.99,239.0,3.0,7.0,21,0,5,0
479,Hair Mousse,Styling,9.99,125.0,5.0,10.0,50,0,5,0
480,Conditioner,Hair Care,11.99,133.0,9.0,8.0,72,1,11,0
481,Hair Mousse,Styling,9.99,84.0,5.0,7.0,35,0,5,0
482,Hair Spray,Styling,10.99,210.0,5.0,3.0,15,1,8,0
483,Hair Spray,Styling,10.99,62.0,2.0,2.0,4,1,5,0
484,Hair Mousse,Styling,9.99,138.0,4.0,10.0,40,1,4,0
485,Hair Mousse,Styling,9.99,131.0,4.0,3.0,12,0,2,0
486,Comb,Tools,4.99,16.0,3.0,5.0,15,1,6,0
487,Comb,Tools,4.99,198.0,5.0,8.0,40,0,8,0
488,Hair Mousse,Styling,9.99,9.0,5.0,6.0,30,0,7,1
489,Hair Gel,Styling,7.99,,6.0,8.0,48,1,7,0
490,Comb,Tools,4.99,184.0,0.0,2.0,0,0,3,0
491,Comb,Tools,4.99,77.0,0.0,3.0,0,1,0,0
492,Conditioner,Hair Care,11.99,136.0,7.0,10.0,70,0,7,0
493,Comb,Tools,4.99,165.0,,7.0,42,0,4,0
494,Hair Spray,Styling,10.99,140.0,6.0,7.0,42,1,5,0
495,Conditioner,Hair Care,11.99,56.0,6.0,6.0,36,0,5,0
496,Hair Spray,Styling,10.99,118.0,4.0,3.0,12,0,4,0
497,Hair Mousse,Styling,9.99,32.0,4.0,5.0,20,1,2,0
498,Hair Gel,Styling,7.99,84.0,4.0,4.0,16,1,6,0
499,Hair Mousse,Styling,9.99,63.0,3.0,5.0,15,1,6,0
500,Hair Mousse,Styling,9.99,224.0,2.0,6.0,12,0,3,0
501,Conditioner,Hair Care,11.99,228.0,7.0,10.0,70,1,6,0
502,Shampoo,Hair Care,12.99,217.0,7.0,8.0,56,0,9,0
503,Hair Spray,Styling,10.99,120.0,4.0,4.0,16,1,4,0
504,Hair Mousse,Styling,9.99,34.0,2.0,8.0,16,0,2,0
505,Hair Spray,Styling,10.99,175.0,5.0,4.0,20,0,7,0
506,Comb,Tools,4.99,223.0,6.0,9.0,54,0,6,0
507,Hair Mousse,Styling,9.99,59.0,4.0,2.0,8,0,7,0
508,Hair Gel,Styling,7.99,225.0,11.0,7.0,77,1,9,0
509,Conditioner,Hair Care,11.99,96.0,8.0,8.0,64,0,8,0
510,Hair Spray,Styling,10.99,103.0,2.0,9.0,18,0,3,0
511,Shampoo,Hair Care,12.99,131.0,11.0,6.0,66,0,10,0
512,Shampoo,Hair Care,12.99,169.0,8.0,3.0,24,1,9,0
513,Hair Gel,Styling,7.99,5.0,9.0,5.0,45,0,5,1
514,Shampoo,Hair Care,12.99,228.0,7.0,,42,1,6,0
515,Comb,Tools,4.99,186.0,2.0,6.0,12,0,0,0
516,Conditioner,Hair Care,11.99,56.0,8.0,4.0,32,1,10,0
517,Hair Spray,Styling,10.99,151.0,2.0,3.0,6,1,1,0
518,Hair Spray,Styling,10.99,175.0,4.0,3.0,12,1,3,0
519,Hair Spray,Styling,10.99,128.0,5.0,3.0,15,1,3,0
520,Shampoo,Hair Care,12.99,229.0,10.0,8.0,80,1,12,0
521,Conditioner,Hair Care,11.99,240.0,5.0,9.0,45,1,6,0
522,Comb,Tools,4.99,147.0,3.0,9.0,27,0,2,0
523,Conditioner,Hair Care,11.99,1.0,7.0,2.0,14,0,1,1
524,Hair Mousse,Styling,9.99,104.0,4.0,6.0,24,1,4,0
525,Hair Gel,Styling,7.99,193.0,6.0,5.0,30,1,7,0
526,Hair Mousse,Styling,9.99,147.0,3.0,4.0,12,0,6,0
527,Conditioner,Hair Care,11.99,25.0,9.0,5.0,45,1,11,1
528,Comb,Tools,4.99,180.0,4.0,2.0,8,0,2,0
529,Hair Mousse,Styling,9.99,56.0,5.0,7.0,35,0,3,0
530,Comb,Tools,4.99,133.0,1.0,2.0,2,1,0,0
531,Hair Spray,Styling,10.99,73.0,10.0,5.0,50,0,8,0
532,Comb,Tools,4.99,0.0,3.0,6.0,18,1,0,1
533,Shampoo,Hair Care,12.99,188.0,7.0,3.0,21,1,5,0
534,Hair Mousse,Styling,9.99,246.0,5.0,5.0,25,1,6,0
535,Shampoo,Hair Care,12.99,143.0,6.0,3.0,18,1,8,0
536,Hair Mousse,Styling,9.99,224.0,1.0,6.0,6,1,4,0
537,Hair Mousse,Styling,9.99,246.0,4.0,9.0,36,1,7,0
538,Hair Mousse,Styling,9.99,17.0,2.0,5.0,10,0,5,0
539,Hair Spray,Styling,10.99,2.0,7.0,6.0,42,1,2,1
540,Shampoo,Hair Care,12.99,141.0,10.0,7.0,70,1,9,0
541,Conditioner,Hair Care,11.99,127.0,6.0,5.0,30,0,5,0
542,Conditioner,Hair Care,11.99,214.0,6.0,3.0,18,0,4,0
543,Hair Spray,Styling,10.99,245.0,4.0,2.0,8,1,5,0
544,Hair Spray,Styling,10.99,222.0,4.0,10.0,40,1,4,0
545,Hair Gel,Styling,7.99,122.0,7.0,10.0,70,1,5,0
546,Shampoo,Hair Care,12.99,178.0,6.0,2.0,12,0,4,0
547,Hair Mousse,Styling,9.99,47.0,4.0,10.0,40,0,4,0
548,Conditioner,Hair Care,11.99,127.0,5.0,7.0,35,1,5,0
549,Hair Spray,Styling,10.99,175.0,5.0,5.0,25,1,3,0
550,Conditioner,Hair Care,11.99,37.0,8.0,9.0,72,0,6,1
551,Comb,Tools,4.99,132.0,0.0,10.0,0,1,3,0
552,Hair Spray,Styling,10.99,12.0,2.0,2.0,4,1,1,0
553,Hair Mousse,Styling,9.99,66.0,6.0,7.0,42,1,6,0
554,Comb,Tools,4.99,246.0,0.0,10.0,0,1,0,0
555,Comb,Tools,4.99,114.0,1.0,3.0,3,1,2,0
556,Comb,Tools,4.99,206.0,4.0,8.0,32,0,2,0
557,Hair Mousse,Styling,9.99,181.0,4.0,6.0,24,1,6,0
558,Hair Mousse,Styling,9.99,191.0,0.0,8.0,0,0,0,0
559,Hair Mousse,Styling,9.99,240.0,2.0,3.0,6,0,1,0
560,Hair Gel,Styling,7.99,140.0,9.0,10.0,90,0,7,0
561,Hair Gel,Styling,7.99,79.0,7.0,5.0,35,1,6,0
562,Conditioner,Hair Care,11.99,7.0,8.0,7.0,56,1,7,1
563,Hair Gel,Styling,7.99,34.0,6.0,10.0,60,1,5,1
564,Hair Spray,Styling,10.99,163.0,3.0,7.0,21,0,4,0
565,Hair Mousse,Styling,9.99,39.0,3.0,6.0,18,0,1,0
566,Hair Mousse,Styling,9.99,,2.0,9.0,18,1,3,0
567,Conditioner,Hair Care,11.99,203.0,6.0,2.0,12,1,8,0
568,Conditioner,Hair Care,11.99,41.0,6.0,8.0,48,1,5,1
569,Hair Spray,Styling,10.99,206.0,2.0,6.0,12,1,2,0
570,Hair Mousse,Styling,9.99,28.0,,6.0,18,1,6,0
571,Hair Spray,Styling,10.99,5.0,2.0,4.0,8,1,0,1
572,Conditioner,Hair Care,11.99,23.0,8.0,7.0,56,1,9,1
573,Comb,Tools,4.99,202.0,4.0,2.0,8,0,4,0
574,Hair Gel,Styling,7.99,18.0,4.0,6.0,24,0,5,1
575,Hair Gel,Styling,7.99,63.0,5.0,2.0,10,1,4,0
576,Conditioner,Hair Care,11.99,121.0,3.0,7.0,21,0,2,0
577,Hair Gel,Styling,7.99,163.0,9.0,6.0,54,1,8,0
578,Shampoo,Hair Care,12.99,60.0,6.0,4.0,24,0,6,0
579,Hair Spray,Styling,10.99,200.0,3.0,9.0,27,0,6,0
580,Shampoo,Hair Care,12.99,175.0,4.0,2.0,8,1,2,0
581,Conditioner,Hair Care,11.99,124.0,3.0,5.0,15,1,3,0
582,Comb,Tools,4.99,96.0,2.0,2.0,4,1,3,0
583,Hair Spray,Styling,10.99,47.0,5.0,10.0,50,1,5,1
584,Hair Spray,Styling,10.99,41.0,6.0,6.0,36,1,6,0
585,Comb,Tools,4.99,47.0,3.0,2.0,6,1,5,0
586,Comb,Tools,4.99,247.0,1.0,10.0,10,1,4,0
587,Hair Gel,Styling,7.99,164.0,5.0,7.0,35,0,3,0
588,Conditioner,Hair Care,11.99,,7.0,9.0,63,0,6,1
589,Hair Gel,Styling,7.99,134.0,5.0,,30,1,3,0
590,Conditioner,Hair Care,11.99,167.0,2.0,3.0,6,0,3,0
591,Hair Mousse,Styling,9.99,203.0,5.0,2.0,10,1,7,0
592,Shampoo,Hair Care,12.99,241.0,8.0,3.0,24,0,11,0
593,Conditioner,Hair Care,11.99,145.0,9.0,4.0,36,1,11,0
594,Comb,Tools,4.99,117.0,2.0,3.0,6,0,1,0
595,Hair Spray,Styling,10.99,153.0,2.0,9.0,18,1,2,0
596,Hair Gel,Styling,7.99,195.0,3.0,7.0,21,0,5,0
597,Comb,Tools,4.99,65.0,,7.0,0,1,1,0
598,Hair Mousse,Styling,9.99,152.0,6.0,6.0,36,1,4,0
599,Comb,Tools,4.99,210.0,3.0,6.0,18,0,5,0
600,Hair Mousse,Styling,9.99,93.0,6.0,6.0,36,0,6,0
601,Shampoo,Hair Care,12.99,185.0,7.0,7.0,49,0,8,0
602,Shampoo,Hair Care,12.99,152.0,7.0,8.0,56,0,5,0
603,Hair Gel,Styling,7.99,106.0,5.0,3.0,15,0,4,0
604,Hair Spray,Styling,10.99,10.0,3.0,7.0,21,0,5,1
605,Hair Gel,Styling,7.99,192.0,8.0,10.0,80,0,6,0
606,Hair Mousse,Styling,9.99,21.0,1.0,10.0,10,1,2,0
607,Conditioner,Hair Care,11.99,195.0,7.0,4.0,28,0,8,0
608,Hair Spray,Styling,10.99,188.0,3.0,6.0,18,1,4,0
609,Hair Gel,Styling,7.99,108.0,5.0,,35,0,5,0
610,Hair Mousse,Styling,9.99,43.0,7.0,9.0,63,0,9,1
611,Comb,Tools,4.99,95.0,2.0,4.0,8,0,5,0
612,Conditioner,Hair Care,11.99,222.0,7.0,7.0,49,0,10,0
613,Comb,Tools,4.99,137.0,1.0,5.0,5,1,0,0
614,Comb,Tools,4.99,178.0,2.0,10.0,20,1,0,0
615,Hair Spray,Styling,10.99,69.0,3.0,2.0,6,0,4,0
616,Comb,Tools,4.99,92.0,3.0,8.0,24,1,2,0
617,Hair Gel,Styling,7.99,221.0,5.0,10.0,50,0,3,0
618,Comb,Tools,4.99,5.0,7.0,6.0,42,1,5,1
619,Hair Mousse,Styling,9.99,90.0,6.0,6.0,36,1,5,0
620,Shampoo,Hair Care,12.99,241.0,6.0,4.0,24,1,6,0
621,Comb,Tools,4.99,156.0,2.0,5.0,10,0,3,0
622,Hair Spray,Styling,10.99,84.0,3.0,4.0,12,0,5,0
623,Hair Spray,Styling,10.99,232.0,5.0,4.0,20,0,6,0
624,Shampoo,Hair Care,12.99,142.0,4.0,4.0,16,0,4,0
625,Hair Gel,Styling,7.99,246.0,5.0,8.0,40,1,5,0
626,Comb,Tools,4.99,70.0,3.0,4.0,12,0,2,0
627,Hair Spray,Styling,10.99,156.0,,5.0,30,0,8,0
628,Hair Gel,Styling,7.99,34.0,3.0,7.0,21,1,2,0
629,Shampoo,Hair Care,12.99,104.0,7.0,2.0,14,1,7,0
630,Conditioner,Hair Care,11.99,16.0,9.0,9.0,81,1,11,1
631,Hair Gel,Styling,7.99,103.0,10.0,2.0,20,1,12,0
632,Hair Spray,Styling,10.99,152.0,2.0,2.0,4,0,4,0
633,Conditioner,Hair Care,11.99,132.0,6.0,10.0,60,0,7,0
634,Shampoo,Hair Care,12.99,48.0,7.0,6.0,42,1,7,0
635,Comb,Tools,4.99,132.0,4.0,4.0,16,1,5,0
636,Hair Spray,Styling,10.99,240.0,6.0,8.0,48,1,7,0
637,Comb,Tools,4.99,229.0,1.0,5.0,5,0,2,0
638,Conditioner,Hair Care,11.99,183.0,6.0,9.0,54,1,9,0
639,Hair Spray,Styling,10.99,,4.0,4.0,16,1,5,0
640,Comb,Tools,4.99,220.0,5.0,4.0,20,0,8,0
641,Hair Gel,Styling,7.99,73.0,,4.0,36,0,7,0
642,Shampoo,Hair Care,12.99,117.0,5.0,2.0,10,1,7,0
643,Hair Gel,Styling,7.99,113.0,6.0,3.0,18,0,8,0
644,Hair Spray,Styling,10.99,,5.0,4.0,20,1,3,0
645,Hair Spray,Styling,10.99,76.0,4.0,7.0,28,0,2,0
646,Hair Mousse,Styling,9.99,156.0,3.0,10.0,30,1,2,0
647,Hair Mousse,Styling,9.99,82.0,2.0,7.0,14,0,3,0
648,Hair Gel,Styling,7.99,34.0,8.0,7.0,56,1,10,1
649,Shampoo,Hair Care,12.99,146.0,10.0,10.0,100,1,8,0
650,Comb,Tools,4.99,73.0,0.0,6.0,0,1,2,0
651,Comb,Tools,4.99,161.0,4.0,9.0,36,0,5,0
652,Conditioner,Hair Care,11.99,0.0,8.0,3.0,24,0,0,1
653,Hair Mousse,Styling,9.99,,6.0,10.0,60,0,9,0
654,Shampoo,Hair Care,12.99,78.0,7.0,2.0,14,1,5,0
655,Shampoo,Hair Care,12.99,213.0,10.0,4.0,40,1,9,0
656,Hair Gel,Styling,7.99,204.0,7.0,4.0,28,1,10,0
657,Hair Gel,Styling,7.99,237.0,6.0,2.0,12,1,8,0
658,Shampoo,Hair Care,12.99,53.0,6.0,7.0,42,0,4,0
659,Comb,Tools,4.99,136.0,2.0,4.0,8,1,4,0
660,Hair Mousse,Styling,9.99,180.0,6.0,6.0,36,0,7,0
661,Hair Mousse,Styling,9.99,55.0,2.0,10.0,20,0,2,0
662,Shampoo,Hair Care,12.99,113.0,4.0,10.0,40,0,3,0
663,Hair Mousse,Styling,9.99,198.0,4.0,7.0,28,0,3,0
664,Conditioner,Hair Care,11.99,52.0,6.0,10.0,60,0,4,1
665,Shampoo,Hair Care,12.99,85.0,5.0,9.0,45,0,3,0
666,Hair Spray,Styling,10.99,194.0,3.0,7.0,21,0,2,0
667,Comb,Tools,4.99,30.0,,6.0,36,0,5,1
668,Hair Spray,Styling,10.99,26.0,5.0,7.0,35,0,5,1
669,Conditioner,Hair Care,11.99,18.0,8.0,,48,1,10,1
670,Comb,Tools,4.99,12.0,3.0,8.0,24,0,4,1
671,Comb,Tools,4.99,179.0,3.0,9.0,27,1,5,0
672,Comb,Tools,4.99,207.0,0.0,9.0,0,0,2,0
673,Shampoo,Hair Care,12.99,116.0,6.0,6.0,36,1,9,0
674,Hair Spray,Styling,10.99,66.0,6.0,7.0,42,1,6,0
675,Hair Gel,Styling,7.99,118.0,4.0,4.0,16,1,4,0
676,Comb,Tools,4.99,203.0,4.0,3.0,12,1,4,0
677,Hair Spray,Styling,10.99,40.0,6.0,9.0,54,0,7,1
678,Hair Gel,Styling,7.99,145.0,6.0,5.0,30,0,5,0
679,Shampoo,Hair Care,12.99,151.0,5.0,9.0,45,0,5,0
680,Shampoo,Hair Care,12.99,153.0,10.0,8.0,80,1,10,0
681,Conditioner,Hair Care,11.99,227.0,9.0,2.0,18,0,8,0
682,Hair Gel,Styling,7.99,50.0,7.0,6.0,42,1,9,0
683,Hair Mousse,Styling,9.99,22.0,8.0,2.0,16,1,10,0
684,Hair Spray,Styling,10.99,247.0,7.0,7.0,49,1,5,0
685,Hair Gel,Styling,7.99,160.0,7.0,7.0,49,1,10,0
686,Conditioner,Hair Care,11.99,121.0,8.0,7.0,56,0,9,0
687,Shampoo,Hair Care,12.99,18.0,9.0,2.0,18,1,8,0
688,Conditioner,Hair Care,11.99,164.0,8.0,8.0,64,0,10,0
689,Hair Gel,Styling,7.99,90.0,2.0,5.0,10,1,1,0
690,Conditioner,Hair Care,11.99,,4.0,10.0,40,1,6,0
691,Hair Mousse,Styling,9.99,28.0,4.0,9.0,36,0,7,1
692,Hair Mousse,Styling,9.99,119.0,2.0,3.0,6,1,1,0
693,Comb,Tools,4.99,162.0,2.0,10.0,20,1,4,0
694,Shampoo,Hair Care,12.99,120.0,3.0,7.0,21,1,4,0
695,Shampoo,Hair Care,12.99,177.0,9.0,6.0,54,1,12,0
696,Shampoo,Hair Care,12.99,168.0,11.0,2.0,22,1,11,0
697,Hair Mousse,Styling,9.99,64.0,4.0,4.0,16,1,6,0
698,Hair Spray,Styling,10.99,44.0,7.0,9.0,63,0,7,1
699,Hair Spray,Styling,10.99,220.0,3.0,2.0,6,0,3,0
700,Hair Gel,Styling,7.99,192.0,9.0,5.0,45,1,12,0
701,Hair Mousse,Styling,9.99,13.0,4.0,6.0,24,0,2,1
702,Comb,Tools,4.99,242.0,3.0,8.0,24,1,6,0
703,Shampoo,Hair Care,12.99,73.0,5.0,9.0,45,1,6,0
704,Hair Spray,Styling,10.99,163.0,2.0,6.0,12,1,2,0
705,Hair Gel,Styling,7.99,118.0,9.0,5.0,45,0,12,0
706,Hair Mousse,Styling,9.99,140.0,5.0,3.0,15,1,3,0
707,Conditioner,Hair Care,11.99,,7.0,6.0,42,0,7,0
708,Hair Spray,Styling,10.99,168.0,6.0,3.0,18,0,9,0
709,Comb,Tools,4.99,144.0,2.0,4.0,8,0,0,0
710,Comb,Tools,4.99,116.0,4.0,8.0,32,1,7,0
711,Shampoo,Hair Care,12.99,97.0,7.0,8.0,56,0,7,0
712,Shampoo,Hair Care,12.99,125.0,9.0,8.0,72,1,8,0
713,Hair Spray,Styling,10.99,164.0,4.0,3.0,12,1,5,0
714,Hair Mousse,Styling,9.99,198.0,0.0,4.0,0,0,3,0
715,Comb,Tools,4.99,84.0,4.0,8.0,32,0,6,0
716,Hair Gel,Styling,7.99,,7.0,3.0,21,0,9,0
717,Hair Gel,Styling,7.99,31.0,3.0,10.0,30,1,3,0
718,Comb,Tools,4.99,23.0,0.0,7.0,0,1,0,0
719,Hair Spray,Styling,10.99,10.0,7.0,8.0,56,0,10,1
720,Comb,Tools,4.99,91.0,0.0,9.0,0,0,3,0
721,Hair Spray,Styling,10.99,61.0,5.0,9.0,45,0,6,0
722,Hair Gel,Styling,7.99,247.0,6.0,2.0,12,0,6,0
723,Hair Spray,Styling,10.99,117.0,4.0,10.0,40,0,3,0
724,Comb,Tools,4.99,,0.0,2.0,0,0,0,0
725,Shampoo,Hair Care,12.99,116.0,8.0,4.0,32,0,10,0
726,Hair Spray,Styling,10.99,56.0,6.0,7.0,42,1,9,0
727,Conditioner,Hair Care,11.99,82.0,7.0,5.0,35,0,5,0
728,Hair Gel,Styling,7.99,43.0,5.0,9.0,45,0,4,1
729,Hair Gel,Styling,7.99,199.0,,4.0,12,1,1,0
730,Comb,Tools,4.99,166.0,1.0,9.0,9,0,4,0
731,Hair Gel,Styling,7.99,61.0,5.0,4.0,20,0,7,0
732,Shampoo,Hair Care,12.99,160.0,8.0,8.0,64,0,6,0
733,Hair Spray,Styling,10.99,92.0,3.0,10.0,30,0,5,0
734,Shampoo,Hair Care,12.99,49.0,8.0,9.0,72,0,9,1
735,Hair Mousse,Styling,9.99,72.0,5.0,5.0,25,1,6,0
736,Shampoo,Hair Care,12.99,26.0,7.0,4.0,28,0,6,1
737,Comb,Tools,4.99,113.0,0.0,7.0,0,0,1,0
738,Shampoo,Hair Care,12.99,83.0,8.0,8.0,64,1,7,0
739,Shampoo,Hair Care,12.99,227.0,9.0,8.0,72,0,8,0
740,Conditioner,Hair Care,11.99,117.0,6.0,6.0,36,1,5,0
741,Conditioner,Hair Care,11.99,28.0,4.0,9.0,36,1,5,1
742,Hair Spray,Styling,10.99,40.0,5.0,4.0,20,0,7,0
743,Conditioner,Hair Care,11.99,,4.0,9.0,36,1,5,0
744,Conditioner,Hair Care,11.99,83.0,5.0,4.0,20,0,7,0
745,Comb,Tools,4.99,196.0,3.0,10.0,30,1,1,0
746,Shampoo,Hair Care,12.99,115.0,7.0,2.0,14,1,10,0
747,Comb,Tools,4.99,23.0,3.0,2.0,6,1,4,0
748,Hair Spray,Styling,10.99,6.0,7.0,4.0,28,1,6,1
749,Comb,Tools,4.99,162.0,2.0,2.0,4,0,5,0
750,Hair Mousse,Styling,9.99,109.0,5.0,10.0,50,0,7,0
751,Comb,Tools,4.99,238.0,0.0,2.0,0,1,2,0
752,Hair Spray,Styling,10.99,10.0,4.0,10.0,40,0,7,1
753,Hair Mousse,Styling,9.99,61.0,5.0,10.0,50,1,3,0
754,Comb,Tools,4.99,53.0,3.0,7.0,21,1,3,0
755,Hair Mousse,Styling,9.99,88.0,1.0,9.0,9,0,2,0
756,Hair Mousse,Styling,9.99,115.0,2.0,3.0,6,1,1,0
757,Shampoo,Hair Care,12.99,27.0,5.0,4.0,20,0,5,0
758,Hair Spray,Styling,10.99,243.0,3.0,10.0,30,1,2,0
