date,item_name,style_type,price,stock_level,quantity_sold,promotion,is_weekend,is_holiday,appointments_per_day,day_of_week,month,item_style,lag_sales,rolling_avg_3,units_per_appt,stock_pressure
2024-04-10,standard_braiding_hair,box_braids,15.52,36,36,1,0,0,10,2,4,standard_braiding_hair_box_braids,27.0,30.333333333333332,3.272727272727273,3.272727272727273
2024-04-10,beads,twists,5.71,70,22,0,0,0,3,2,4,beads_twists,19.0,22.666666666666668,5.5,17.5
2024-04-10,edge_control,box_braids,5.94,55,17,0,0,0,9,2,4,edge_control_box_braids,13.0,14.0,1.7,5.5
2024-04-10,hair_gel,twists,5.74,27,16,0,0,0,10,2,4,hair_gel_twists,13.0,14.666666666666666,1.4545454545454546,2.4545454545454546
2024-04-10,mousse,cornrows,10.39,41,24,0,0,0,8,2,4,mousse_cornrows,21.0,24.0,2.6666666666666665,4.555555555555555
2024-04-10,hairspray,twists,8.05,60,7,0,0,0,3,2,4,hairspray_twists,11.0,9.333333333333334,1.75,15.0
2024-04-11,premium_braiding_hair,twists,17.43,39,28,0,0,0,11,3,4,premium_braiding_hair_twists,23.0,33.666666666666664,2.3333333333333335,3.25
2024-04-11,standard_braiding_hair,twists,15.82,59,30,0,0,0,11,3,4,standard_braiding_hair_twists,36.0,31.0,2.5,4.916666666666667
2024-04-11,beads,cornrows,6.27,33,28,0,0,0,9,3,4,beads_cornrows,22.0,23.0,2.8,3.3
2024-04-11,edge_control,cornrows,6.5,59,26,1,0,0,13,3,4,edge_control_cornrows,17.0,18.666666666666668,1.8571428571428572,4.214285714285714
2024-04-11,hair_gel,cornrows,6.04,33,13,0,0,0,5,3,4,hair_gel_cornrows,16.0,14.0,2.1666666666666665,5.5
2024-04-11,mousse,knotless,9.43,47,27,0,0,0,8,3,4,mousse_knotless,24.0,24.0,3.0,5.222222222222222
2024-04-11,hairspray,box_braids,10.08,52,13,0,0,0,11,3,4,hairspray_box_braids,7.0,10.333333333333334,1.0833333333333333,4.333333333333333
2024-04-12,premium_braiding_hair,box_braids,17.03,42,42,0,0,0,13,4,4,premium_braiding_hair_box_braids,28.0,31.0,3.0,3.0
2024-04-12,standard_braiding_hair,knotless,16.63,40,33,0,0,0,14,4,4,standard_braiding_hair_knotless,30.0,33.0,2.2,2.6666666666666665
2024-04-12,beads,twists,5.92,78,18,0,0,0,9,4,4,beads_twists,28.0,22.666666666666668,1.8,7.8
2024-04-12,edge_control,twists,8.86,35,26,0,0,0,13,4,4,edge_control_twists,26.0,23.0,1.8571428571428572,2.5
2024-04-12,hair_gel,box_braids,5.95,61,10,0,0,0,8,4,4,hair_gel_box_braids,13.0,13.0,1.1111111111111112,6.777777777777778
2024-04-12,mousse,knotless,10.23,71,21,0,0,0,9,4,4,mousse_knotless,27.0,24.0,2.1,7.1
2024-04-12,hairspray,cornrows,7.6,63,8,0,0,0,10,4,4,hairspray_cornrows,13.0,9.333333333333334,0.7272727272727273,5.7272727272727275
2024-04-13,premium_braiding_hair,box_braids,18.57,72,51,0,1,0,8,5,4,premium_braiding_hair_box_braids,42.0,40.333333333333336,5.666666666666667,8.0
2024-04-13,standard_braiding_hair,knotless,15.06,20,20,0,1,0,12,5,4,standard_braiding_hair_knotless,33.0,27.666666666666668,1.5384615384615385,1.5384615384615385
2024-04-13,beads,twists,5.11,33,23,0,1,0,8,5,4,beads_twists,18.0,23.0,2.5555555555555554,3.6666666666666665
2024-04-13,edge_control,knotless,6.96,49,24,0,1,0,7,5,4,edge_control_knotless,26.0,25.333333333333332,3.0,6.125
2024-04-13,hair_gel,box_braids,5.02,30,19,0,1,0,10,5,4,hair_gel_box_braids,10.0,14.0,1.7272727272727273,2.727272727272727
2024-04-13,mousse,knotless,9.14,68,35,0,1,0,13,5,4,mousse_knotless,21.0,27.666666666666668,2.5,4.857142857142857
2024-04-13,hairspray,cornrows,7.43,32,19,0,1,0,12,5,4,hairspray_cornrows,8.0,13.333333333333334,1.4615384615384615,2.4615384615384617
2024-04-14,premium_braiding_hair,knotless,18.56,62,59,0,1,0,16,6,4,premium_braiding_hair_knotless,51.0,50.666666666666664,3.4705882352941178,3.6470588235294117
2024-04-14,standard_braiding_hair,knotless,14.08,29,28,0,1,0,7,6,4,standard_braiding_hair_knotless,20.0,27.0,3.5,3.625
2024-04-14,beads,twists,4.14,18,18,1,1,0,14,6,4,beads_twists,23.0,19.666666666666668,1.2,1.2
2024-04-14,edge_control,box_braids,5.52,32,32,1,1,0,6,6,4,edge_control_box_braids,24.0,27.333333333333332,4.571428571428571,4.571428571428571
2024-04-14,hair_gel,cornrows,6.65,75,28,1,1,0,11,6,4,hair_gel_cornrows,19.0,19.0,2.3333333333333335,6.25
2024-04-14,mousse,twists,7.94,66,19,0,1,0,8,6,4,mousse_twists,35.0,25.0,2.111111111111111,7.333333333333333
2024-04-14,hairspray,cornrows,6.46,54,6,0,1,0,7,6,4,hairspray_cornrows,19.0,11.0,0.75,6.75
2024-04-15,premium_braiding_hair,box_braids,17.72,16,16,1,0,0,5,0,4,premium_braiding_hair_box_braids,59.0,42.0,2.6666666666666665,2.6666666666666665
2024-04-15,standard_braiding_hair,box_braids,14.63,72,41,0,0,0,11,0,4,standard_braiding_hair_box_braids,28.0,29.666666666666668,3.4166666666666665,6.0
2024-04-15,beads,twists,3.58,76,19,0,0,0,8,0,4,beads_twists,18.0,20.0,2.111111111111111,8.444444444444445
2024-04-15,edge_control,twists,6.45,69,24,1,0,0,11,0,4,edge_control_twists,32.0,26.666666666666668,2.0,5.75
2024-04-15,hair_gel,cornrows,4.84,30,17,1,0,0,11,0,4,hair_gel_cornrows,28.0,21.333333333333332,1.4166666666666667,2.5
2024-04-15,mousse,cornrows,9.78,56,20,0,0,0,12,0,4,mousse_cornrows,19.0,24.666666666666668,1.5384615384615385,4.3076923076923075
2024-04-15,hairspray,cornrows,8.42,38,14,1,0,0,10,0,4,hairspray_cornrows,6.0,13.0,1.2727272727272727,3.4545454545454546
2024-04-16,premium_braiding_hair,knotless,18.16,60,49,0,0,0,10,1,4,premium_braiding_hair_knotless,16.0,41.333333333333336,4.454545454545454,5.454545454545454
2024-04-16,standard_braiding_hair,cornrows,14.87,62,32,0,0,0,16,1,4,standard_braiding_hair_cornrows,41.0,33.666666666666664,1.8823529411764706,3.6470588235294117
2024-04-16,beads,box_braids,4.86,65,28,1,0,0,6,1,4,beads_box_braids,19.0,21.666666666666668,4.0,9.285714285714286
2024-04-16,edge_control,cornrows,7.17,70,29,1,0,0,11,1,4,edge_control_cornrows,24.0,28.333333333333332,2.4166666666666665,5.833333333333333
2024-04-16,hair_gel,knotless,5.8,21,15,0,0,0,11,1,4,hair_gel_knotless,17.0,20.0,1.25,1.75
2024-04-16,mousse,knotless,8.52,56,32,0,0,0,15,1,4,mousse_knotless,20.0,23.666666666666668,2.0,3.5
2024-04-16,hairspray,box_braids,7.14,73,18,0,0,0,6,1,4,hairspray_box_braids,14.0,12.666666666666666,2.5714285714285716,10.428571428571429
2024-04-17,premium_braiding_hair,box_braids,15.6,75,62,1,0,0,16,2,4,premium_braiding_hair_box_braids,49.0,42.333333333333336,3.6470588235294117,4.411764705882353
2024-04-17,standard_braiding_hair,cornrows,13.92,64,23,0,0,0,8,2,4,standard_braiding_hair_cornrows,32.0,32.0,2.5555555555555554,7.111111111111111
2024-04-17,beads,cornrows,6.45,22,22,1,0,0,6,2,4,beads_cornrows,28.0,23.0,3.142857142857143,3.142857142857143
2024-04-17,edge_control,cornrows,7.19,46,21,0,0,0,12,2,4,edge_control_cornrows,29.0,24.666666666666668,1.6153846153846154,3.5384615384615383
2024-04-17,hair_gel,box_braids,5.84,45,15,0,0,0,4,2,4,hair_gel_box_braids,15.0,15.666666666666666,3.0,9.0
2024-04-17,mousse,twists,6.38,68,26,1,0,0,6,2,4,mousse_twists,32.0,26.0,3.7142857142857144,9.714285714285714
2024-04-17,hairspray,box_braids,6.21,36,4,0,0,0,5,2,4,hairspray_box_braids,18.0,12.0,0.6666666666666666,6.0
2024-04-18,premium_braiding_hair,cornrows,18.2,16,16,0,0,0,7,3,4,premium_braiding_hair_cornrows,62.0,42.333333333333336,2.0,2.0
2024-04-18,standard_braiding_hair,knotless,15.02,34,28,0,0,0,11,3,4,standard_braiding_hair_knotless,23.0,27.666666666666668,2.3333333333333335,2.8333333333333335
2024-04-18,beads,twists,4.29,56,20,0,0,0,8,3,4,beads_twists,22.0,23.333333333333332,2.2222222222222223,6.222222222222222
2024-04-18,edge_control,knotless,7.63,15,15,0,0,0,11,3,4,edge_control_knotless,21.0,21.666666666666668,1.25,1.25
2024-04-18,hair_gel,twists,7.46,73,9,0,0,0,6,3,4,hair_gel_twists,15.0,13.0,1.2857142857142858,10.428571428571429
2024-04-18,mousse,box_braids,8.19,70,29,0,0,0,12,3,4,mousse_box_braids,26.0,29.0,2.230769230769231,5.384615384615385
2024-04-18,hairspray,box_braids,8.1,57,15,0,0,0,13,3,4,hairspray_box_braids,4.0,12.333333333333334,1.0714285714285714,4.071428571428571
2024-04-19,premium_braiding_hair,cornrows,18.03,72,47,1,0,0,16,4,4,premium_braiding_hair_cornrows,16.0,41.666666666666664,2.764705882352941,4.235294117647059
2024-04-19,standard_braiding_hair,twists,15.91,54,41,1,0,0,9,4,4,standard_braiding_hair_twists,28.0,30.666666666666668,4.1,5.4
2024-04-19,beads,twists,6.3,61,22,1,0,0,7,4,4,beads_twists,20.0,21.333333333333332,2.75,7.625
2024-04-19,edge_control,twists,6.34,71,14,0,0,0,5,4,4,edge_control_twists,15.0,16.666666666666668,2.3333333333333335,11.833333333333334
2024-04-19,hair_gel,knotless,7.69,79,13,0,0,0,5,4,4,hair_gel_knotless,9.0,12.333333333333334,2.1666666666666665,13.166666666666666
2024-04-19,mousse,cornrows,8.08,52,24,1,0,0,13,4,4,mousse_cornrows,29.0,26.333333333333332,1.7142857142857142,3.7142857142857144
2024-04-19,hairspray,knotless,8.99,71,13,1,0,0,8,4,4,hairspray_knotless,15.0,10.666666666666666,1.4444444444444444,7.888888888888889
2024-04-20,premium_braiding_hair,twists,16.52,75,43,0,1,0,15,5,4,premium_braiding_hair_twists,47.0,35.333333333333336,2.6875,4.6875
2024-04-20,standard_braiding_hair,twists,14.11,48,48,1,1,0,9,5,4,standard_braiding_hair_twists,41.0,39.0,4.8,4.8
2024-04-20,beads,knotless,5.03,64,27,0,1,0,16,5,4,beads_knotless,22.0,23.0,1.588235294117647,3.764705882352941
2024-04-20,edge_control,knotless,6.05,72,23,0,1,0,4,5,4,edge_control_knotless,14.0,17.333333333333332,4.6,14.4
2024-04-20,hair_gel,knotless,5.87,37,19,0,1,0,8,5,4,hair_gel_knotless,13.0,13.666666666666666,2.111111111111111,4.111111111111111
2024-04-20,mousse,cornrows,10.88,52,26,0,1,0,11,5,4,mousse_cornrows,24.0,26.333333333333332,2.1666666666666665,4.333333333333333
2024-04-20,hairspray,cornrows,9.18,43,3,1,1,0,3,5,4,hairspray_cornrows,13.0,10.333333333333334,0.75,10.75
2024-04-21,premium_braiding_hair,cornrows,18.68,20,20,1,1,0,11,6,4,premium_braiding_hair_cornrows,43.0,36.666666666666664,1.6666666666666667,1.6666666666666667
2024-04-21,standard_braiding_hair,cornrows,14.03,35,35,0,1,0,13,6,4,standard_braiding_hair_cornrows,48.0,41.333333333333336,2.5,2.5
2024-04-21,beads,knotless,6.92,70,37,1,1,0,9,6,4,beads_knotless,27.0,28.666666666666668,3.7,7.0
2024-04-21,edge_control,twists,8.41,78,29,1,1,0,7,6,4,edge_control_twists,23.0,22.0,3.625,9.75
2024-04-21,hair_gel,knotless,6.51,74,7,0,1,0,9,6,4,hair_gel_knotless,19.0,13.0,0.7,7.4
2024-04-21,mousse,knotless,7.6,39,37,1,1,0,10,6,4,mousse_knotless,26.0,29.0,3.3636363636363638,3.5454545454545454
2024-04-21,hairspray,knotless,8.22,31,13,0,1,0,11,6,4,hairspray_knotless,3.0,9.666666666666666,1.0833333333333333,2.5833333333333335
2024-04-22,premium_braiding_hair,twists,18.66,31,29,0,0,0,6,0,4,premium_braiding_hair_twists,20.0,30.666666666666668,4.142857142857143,4.428571428571429
2024-04-22,standard_braiding_hair,box_braids,14.78,31,29,0,0,0,7,0,4,standard_braiding_hair_box_braids,35.0,37.333333333333336,3.625,3.875
2024-04-22,beads,knotless,6.33,31,24,0,0,0,7,0,4,beads_knotless,37.0,29.333333333333332,3.0,3.875
2024-04-22,edge_control,cornrows,7.06,61,32,0,0,0,8,0,4,edge_control_cornrows,29.0,28.0,3.5555555555555554,6.777777777777778
2024-04-22,hair_gel,cornrows,5.97,33,16,0,0,0,9,0,4,hair_gel_cornrows,7.0,14.0,1.6,3.3
2024-04-22,mousse,knotless,9.54,67,23,0,0,0,7,0,4,mousse_knotless,37.0,28.666666666666668,2.875,8.375
2024-04-22,hairspray,cornrows,6.2,47,14,0,0,0,12,0,4,hairspray_cornrows,13.0,10.0,1.0769230769230769,3.6153846153846154
2024-04-23,premium_braiding_hair,cornrows,19.0,66,29,0,0,0,8,1,4,premium_braiding_hair_cornrows,29.0,26.0,3.2222222222222223,7.333333333333333
2024-04-23,standard_braiding_hair,twists,14.63,30,30,0,0,0,10,1,4,standard_braiding_hair_twists,29.0,31.333333333333332,2.727272727272727,2.727272727272727
2024-04-23,beads,knotless,4.68,20,20,0,0,0,9,1,4,beads_knotless,24.0,27.0,2.0,2.0
2024-04-23,edge_control,twists,6.35,40,21,0,0,0,16,1,4,edge_control_twists,32.0,27.333333333333332,1.2352941176470589,2.3529411764705883
2024-04-23,hair_gel,knotless,5.74,40,10,0,0,0,7,1,4,hair_gel_knotless,16.0,11.0,1.25,5.0
2024-04-23,mousse,cornrows,11.26,58,25,0,0,0,13,1,4,mousse_cornrows,23.0,28.333333333333332,1.7857142857142858,4.142857142857143
2024-04-23,hairspray,knotless,7.66,54,16,0,0,0,12,1,4,hairspray_knotless,14.0,14.333333333333334,1.2307692307692308,4.153846153846154
2024-04-24,premium_braiding_hair,knotless,16.82,62,46,0,0,0,9,2,4,premium_braiding_hair_knotless,29.0,34.666666666666664,4.6,6.2
2024-04-24,standard_braiding_hair,cornrows,14.93,30,30,1,0,0,10,2,4,standard_braiding_hair_cornrows,30.0,29.666666666666668,2.727272727272727,2.727272727272727
2024-04-24,beads,cornrows,5.36,78,20,0,0,0,13,2,4,beads_cornrows,20.0,21.333333333333332,1.4285714285714286,5.571428571428571
2024-04-24,edge_control,box_braids,6.91,20,20,0,0,0,13,2,4,edge_control_box_braids,21.0,24.333333333333332,1.4285714285714286,1.4285714285714286
2024-04-24,hair_gel,twists,6.54,78,18,0,0,0,11,2,4,hair_gel_twists,10.0,14.666666666666666,1.5,6.5
2024-04-24,mousse,box_braids,9.52,31,21,0,0,0,12,2,4,mousse_box_braids,25.0,23.0,1.6153846153846154,2.3846153846153846
2024-04-24,hairspray,knotless,6.91,49,14,0,0,0,9,2,4,hairspray_knotless,16.0,14.666666666666666,1.4,4.9
2024-04-25,premium_braiding_hair,knotless,18.19,55,54,1,0,0,7,3,4,premium_braiding_hair_knotless,46.0,43.0,6.75,6.875
2024-04-25,standard_braiding_hair,knotless,17.02,15,15,0,0,0,8,3,4,standard_braiding_hair_knotless,30.0,25.0,1.6666666666666667,1.6666666666666667
2024-04-25,beads,box_braids,5.3,33,27,0,0,0,13,3,4,beads_box_braids,20.0,22.333333333333332,1.9285714285714286,2.357142857142857
2024-04-25,edge_control,knotless,6.55,65,16,0,0,0,11,3,4,edge_control_knotless,20.0,19.0,1.3333333333333333,5.416666666666667
2024-04-25,hair_gel,twists,6.36,67,6,0,0,0,9,3,4,hair_gel_twists,18.0,11.333333333333334,0.6,6.7
2024-04-25,mousse,twists,9.43,28,22,0,0,0,11,3,4,mousse_twists,21.0,22.666666666666668,1.8333333333333333,2.3333333333333335
2024-04-25,hairspray,knotless,7.81,21,18,0,0,0,11,3,4,hairspray_knotless,14.0,16.0,1.5,1.75
2024-04-26,premium_braiding_hair,box_braids,18.85,58,44,0,0,0,13,4,4,premium_braiding_hair_box_braids,54.0,48.0,3.142857142857143,4.142857142857143
2024-04-26,standard_braiding_hair,knotless,15.36,38,32,0,0,0,8,4,4,standard_braiding_hair_knotless,15.0,25.666666666666668,3.5555555555555554,4.222222222222222
2024-04-26,beads,cornrows,4.24,47,30,0,0,0,17,4,4,beads_cornrows,27.0,25.666666666666668,1.6666666666666667,2.611111111111111
2024-04-26,edge_control,box_braids,6.46,56,20,0,0,0,9,4,4,edge_control_box_braids,16.0,18.666666666666668,2.0,5.6
2024-04-26,hair_gel,twists,7.18,71,19,1,0,0,9,4,4,hair_gel_twists,6.0,14.333333333333334,1.9,7.1
2024-04-26,mousse,knotless,7.55,65,31,0,0,0,9,4,4,mousse_knotless,22.0,24.666666666666668,3.1,6.5
2024-04-26,hairspray,knotless,7.22,44,13,0,0,0,13,4,4,hairspray_knotless,18.0,15.0,0.9285714285714286,3.142857142857143
2024-04-27,premium_braiding_hair,twists,19.06,47,47,1,1,0,9,5,4,premium_braiding_hair_twists,44.0,48.333333333333336,4.7,4.7
2024-04-27,standard_braiding_hair,cornrows,14.35,33,33,1,1,0,10,5,4,standard_braiding_hair_cornrows,32.0,26.666666666666668,3.0,3.0
2024-04-27,beads,twists,4.97,19,19,0,1,0,7,5,4,beads_twists,30.0,25.333333333333332,2.375,2.375
2024-04-27,edge_control,knotless,6.06,72,18,0,1,0,5,5,4,edge_control_knotless,20.0,18.0,3.0,12.0
2024-04-27,hair_gel,cornrows,6.1,16,16,0,1,0,10,5,4,hair_gel_cornrows,19.0,13.666666666666666,1.4545454545454546,1.4545454545454546
2024-04-27,mousse,cornrows,8.54,30,26,0,1,0,11,5,4,mousse_cornrows,31.0,26.333333333333332,2.1666666666666665,2.5
2024-04-27,hairspray,box_braids,8.81,67,19,0,1,0,11,5,4,hairspray_box_braids,13.0,16.666666666666668,1.5833333333333333,5.583333333333333
2024-04-28,premium_braiding_hair,knotless,16.39,54,54,1,1,0,7,6,4,premium_braiding_hair_knotless,47.0,48.333333333333336,6.75,6.75
2024-04-28,standard_braiding_hair,cornrows,16.62,25,25,0,1,0,7,6,4,standard_braiding_hair_cornrows,33.0,30.0,3.125,3.125
2024-04-28,beads,twists,5.4,54,26,0,1,0,8,6,4,beads_twists,19.0,25.0,2.888888888888889,6.0
2024-04-28,edge_control,knotless,6.78,23,23,0,1,0,11,6,4,edge_control_knotless,18.0,20.333333333333332,1.9166666666666667,1.9166666666666667
2024-04-28,hair_gel,twists,6.56,72,17,0,1,0,15,6,4,hair_gel_twists,16.0,17.333333333333332,1.0625,4.5
2024-04-28,mousse,twists,7.75,65,29,0,1,0,9,6,4,mousse_twists,26.0,28.666666666666668,2.9,6.5
2024-04-28,hairspray,knotless,9.35,24,9,0,1,0,7,6,4,hairspray_knotless,19.0,13.666666666666666,1.125,3.0
2024-04-29,premium_braiding_hair,box_braids,16.68,23,23,0,0,0,12,0,4,premium_braiding_hair_box_braids,54.0,41.333333333333336,1.7692307692307692,1.7692307692307692
2024-04-29,standard_braiding_hair,box_braids,13.89,18,18,0,0,0,11,0,4,standard_braiding_hair_box_braids,25.0,25.333333333333332,1.5,1.5
2024-04-29,beads,knotless,3.11,53,21,0,0,0,9,0,4,beads_knotless,26.0,22.0,2.1,5.3
2024-04-29,edge_control,twists,8.8,49,8,0,0,0,6,0,4,edge_control_twists,23.0,16.333333333333332,1.1428571428571428,7.0
2024-04-29,hair_gel,knotless,7.8,63,14,0,0,0,12,0,4,hair_gel_knotless,17.0,15.666666666666666,1.0769230769230769,4.846153846153846
2024-04-29,mousse,cornrows,8.18,45,10,0,0,0,10,0,4,mousse_cornrows,29.0,21.666666666666668,0.9090909090909091,4.090909090909091
2024-04-29,hairspray,cornrows,8.48,71,17,0,0,0,13,0,4,hairspray_cornrows,9.0,15.0,1.2142857142857142,5.071428571428571
2024-04-30,premium_braiding_hair,cornrows,17.23,44,44,1,0,0,8,1,4,premium_braiding_hair_cornrows,23.0,40.333333333333336,4.888888888888889,4.888888888888889
2024-04-30,standard_braiding_hair,cornrows,15.38,72,29,0,0,0,9,1,4,standard_braiding_hair_cornrows,18.0,24.0,2.9,7.2
2024-04-30,beads,cornrows,6.15,31,25,0,0,0,8,1,4,beads_cornrows,21.0,24.0,2.7777777777777777,3.4444444444444446
2024-04-30,edge_control,knotless,5.69,66,17,0,0,0,9,1,4,edge_control_knotless,8.0,16.0,1.7,6.6
2024-04-30,hair_gel,cornrows,4.02,48,13,0,0,0,5,1,4,hair_gel_cornrows,14.0,14.666666666666666,2.1666666666666665,8.0
2024-04-30,mousse,cornrows,8.66,74,32,1,0,0,8,1,4,mousse_cornrows,10.0,23.666666666666668,3.5555555555555554,8.222222222222221
2024-04-30,hairspray,twists,7.9,63,15,0,0,0,7,1,4,hairspray_twists,17.0,13.666666666666666,1.875,7.875
2024-05-01,premium_braiding_hair,box_braids,17.63,64,50,1,0,0,6,2,5,premium_braiding_hair_box_braids,44.0,39.0,7.142857142857143,9.142857142857142
2024-05-01,standard_braiding_hair,box_braids,13.29,57,30,0,0,0,10,2,5,standard_braiding_hair_box_braids,29.0,25.666666666666668,2.727272727272727,5.181818181818182
2024-05-01,beads,knotless,5.09,35,28,0,0,0,17,2,5,beads_knotless,25.0,24.666666666666668,1.5555555555555556,1.9444444444444444
2024-05-01,edge_control,twists,6.8,42,14,0,0,0,3,2,5,edge_control_twists,17.0,13.0,3.5,10.5
2024-05-01,hair_gel,cornrows,4.43,79,10,0,0,0,4,2,5,hair_gel_cornrows,13.0,12.333333333333334,2.0,15.8
2024-05-01,mousse,box_braids,9.49,39,22,0,0,0,10,2,5,mousse_box_braids,32.0,21.333333333333332,2.0,3.5454545454545454
2024-05-01,hairspray,cornrows,7.76,33,15,0,0,0,3,2,5,hairspray_cornrows,15.0,15.666666666666666,3.75,8.25
2024-05-02,premium_braiding_hair,cornrows,17.68,73,41,0,0,0,12,3,5,premium_braiding_hair_cornrows,50.0,45.0,3.1538461538461537,5.615384615384615
2024-05-02,standard_braiding_hair,cornrows,15.83,53,32,0,0,0,10,3,5,standard_braiding_hair_cornrows,30.0,30.333333333333332,2.909090909090909,4.818181818181818
2024-05-02,beads,knotless,4.48,50,15,0,0,0,10,3,5,beads_knotless,28.0,22.666666666666668,1.3636363636363635,4.545454545454546
2024-05-02,edge_control,box_braids,6.39,37,22,0,0,0,9,3,5,edge_control_box_braids,14.0,17.666666666666668,2.2,3.7
2024-05-02,hair_gel,box_braids,5.24,34,10,1,0,0,10,3,5,hair_gel_box_braids,10.0,11.0,0.9090909090909091,3.090909090909091
2024-05-02,mousse,box_braids,8.66,32,21,0,0,0,7,3,5,mousse_box_braids,22.0,25.0,2.625,4.0
2024-05-02,hairspray,twists,7.64,53,18,1,0,0,10,3,5,hairspray_twists,15.0,16.0,1.6363636363636365,4.818181818181818
2024-05-03,premium_braiding_hair,twists,19.42,32,30,0,0,0,11,4,5,premium_braiding_hair_twists,41.0,40.333333333333336,2.5,2.6666666666666665
2024-05-03,standard_braiding_hair,twists,15.76,65,32,1,0,0,3,4,5,standard_braiding_hair_twists,32.0,31.333333333333332,8.0,16.25
2024-05-03,beads,twists,4.24,62,20,0,0,0,9,4,5,beads_twists,15.0,21.0,2.0,6.2
2024-05-03,edge_control,twists,7.08,15,15,1,0,0,8,4,5,edge_control_twists,22.0,17.0,1.6666666666666667,1.6666666666666667
2024-05-03,hair_gel,knotless,6.36,31,15,0,0,0,10,4,5,hair_gel_knotless,10.0,11.666666666666666,1.3636363636363635,2.8181818181818183
2024-05-03,mousse,twists,9.15,48,26,0,0,0,8,4,5,mousse_twists,21.0,23.0,2.888888888888889,5.333333333333333
2024-05-03,hairspray,knotless,7.1,64,20,0,0,0,8,4,5,hairspray_knotless,18.0,17.666666666666668,2.2222222222222223,7.111111111111111
2024-05-04,premium_braiding_hair,box_braids,19.21,65,51,0,1,0,5,5,5,premium_braiding_hair_box_braids,30.0,40.666666666666664,8.5,10.833333333333334
2024-05-04,standard_braiding_hair,twists,14.51,66,48,1,1,0,5,5,5,standard_braiding_hair_twists,32.0,37.333333333333336,8.0,11.0
2024-05-04,beads,knotless,5.29,35,32,0,1,0,12,5,5,beads_knotless,20.0,22.333333333333332,2.4615384615384617,2.6923076923076925
2024-05-04,edge_control,cornrows,6.49,62,19,0,1,0,9,5,5,edge_control_cornrows,15.0,18.666666666666668,1.9,6.2
2024-05-04,hair_gel,knotless,5.59,60,11,0,1,0,5,5,5,hair_gel_knotless,15.0,12.0,1.8333333333333333,10.0
2024-05-04,mousse,box_braids,7.73,16,16,0,1,0,13,5,5,mousse_box_braids,26.0,21.0,1.1428571428571428,1.1428571428571428
2024-05-04,hairspray,box_braids,8.94,36,17,0,1,0,7,5,5,hairspray_box_braids,20.0,18.333333333333332,2.125,4.5
2024-05-05,premium_braiding_hair,cornrows,17.08,27,27,1,1,0,8,6,5,premium_braiding_hair_cornrows,51.0,36.0,3.0,3.0
2024-05-05,standard_braiding_hair,twists,16.79,59,29,0,1,0,3,6,5,standard_braiding_hair_twists,48.0,36.333333333333336,7.25,14.75
2024-05-05,beads,box_braids,7.28,45,28,0,1,0,10,6,5,beads_box_braids,32.0,26.666666666666668,2.5454545454545454,4.090909090909091
2024-05-05,edge_control,cornrows,4.96,77,28,1,1,0,4,6,5,edge_control_cornrows,19.0,20.666666666666668,5.6,15.4
2024-05-05,hair_gel,knotless,6.48,59,11,0,1,0,10,6,5,hair_gel_knotless,11.0,12.333333333333334,1.0,5.363636363636363
2024-05-05,mousse,cornrows,9.59,52,20,0,1,0,8,6,5,mousse_cornrows,16.0,20.666666666666668,2.2222222222222223,5.777777777777778
2024-05-05,hairspray,box_braids,7.43,63,18,0,1,0,12,6,5,hairspray_box_braids,17.0,18.333333333333332,1.3846153846153846,4.846153846153846
2024-05-06,premium_braiding_hair,twists,17.33,32,32,0,0,0,12,0,5,premium_braiding_hair_twists,27.0,36.666666666666664,2.4615384615384617,2.4615384615384617
2024-05-06,standard_braiding_hair,knotless,14.1,62,23,0,0,0,10,0,5,standard_braiding_hair_knotless,29.0,33.333333333333336,2.090909090909091,5.636363636363637
2024-05-06,beads,twists,8.09,49,23,0,0,0,8,0,5,beads_twists,28.0,27.666666666666668,2.5555555555555554,5.444444444444445
2024-05-06,edge_control,box_braids,6.22,67,15,0,0,0,5,0,5,edge_control_box_braids,28.0,20.666666666666668,2.5,11.166666666666666
2024-05-06,hair_gel,cornrows,4.71,72,23,0,0,0,11,0,5,hair_gel_cornrows,11.0,15.0,1.9166666666666667,6.0
2024-05-06,mousse,cornrows,7.57,67,19,0,0,0,11,0,5,mousse_cornrows,20.0,18.333333333333332,1.5833333333333333,5.583333333333333
2024-05-06,hairspray,cornrows,8.84,78,2,0,0,0,11,0,5,hairspray_cornrows,18.0,12.333333333333334,0.16666666666666666,6.5
2024-05-07,premium_braiding_hair,cornrows,17.82,43,34,0,0,0,5,1,5,premium_braiding_hair_cornrows,32.0,31.0,5.666666666666667,7.166666666666667
2024-05-07,standard_braiding_hair,twists,15.49,50,22,0,0,0,4,1,5,standard_braiding_hair_twists,23.0,24.666666666666668,4.4,10.0
2024-05-07,beads,box_braids,5.26,15,15,0,0,0,13,1,5,beads_box_braids,23.0,22.0,1.0714285714285714,1.0714285714285714
2024-05-07,edge_control,box_braids,7.54,16,16,0,0,0,11,1,5,edge_control_box_braids,15.0,19.666666666666668,1.3333333333333333,1.3333333333333333
2024-05-07,hair_gel,twists,7.14,75,20,1,0,0,12,1,5,hair_gel_twists,23.0,18.0,1.5384615384615385,5.769230769230769
2024-05-07,mousse,cornrows,9.64,63,21,0,0,0,5,1,5,mousse_cornrows,19.0,20.0,3.5,10.5
